name,description,published,author,url,github_ind,github_url,downloads,stars,last_commit
PakPMICS2014Wm,"Provides data set and function for exploration of Multiple Indicator Cluster Survey (MICS) 2014 Women (age 15-49 years) questionnaire data for Punjab, Pakistan (<http://www.mics.unicef.org/surveys>).",2017-09-07,Muhammad Yaseen,https://github.com/MYaseen208/PakPMICS2014Wm,TRUE,https://github.com/myaseen208/pakpmics2014wm,2823,0,1525680182
palasso,"Implements sparse regression with paired covariates (Rauschenberger et al. 2019). For the optional shrinkage, install ashr (<https://github.com/stephens999/ashr>) and CorShrink (<https://github.com/kkdey/CorShrink>) from GitHub (see README).",2019-03-08,Armin Rauschenberger,https://github.com/rauschenberger/palasso,TRUE,https://github.com/rauschenberger/palasso,3489,0,1553933625
paleobioDB,"Includes 19 functions to wrap each endpoint of
    the PaleobioDB API, plus 8 functions to visualize and process the fossil
    data. The API documentation for the Paleobiology Database can be found in
    <http://paleobiodb.org/data1.1/>.",2019-02-26,Sara Varela,https://github.com/ropensci/paleobioDB,TRUE,https://github.com/ropensci/paleobiodb,14706,28,1551184303
paleotree,"Provides tools for transforming, a posteriori time-scaling, and
    modifying phylogenies containing extinct (i.e. fossil) lineages. In particular,
    most users are interested in the functions timePaleoPhy(), bin_timePaleoPhy(),
    cal3TimePaleoPhy() and bin_cal3TimePaleoPhy(), which date cladograms of
    fossil taxa using stratigraphic data. This package also contains a large number
    of likelihood functions for estimating sampling and diversification rates from
    different types of data available from the fossil record (e.g. range data,
    occurrence data, etc). paleotree users can also simulate diversification and
    sampling in the fossil record using the function simFossilRecord(), which is a
    detailed simulator for branching birth-death-sampling processes composed of
    discrete taxonomic units arranged in ancestor-descendant relationships. Users
    can use simFossilRecord() to simulate diversification in incompletely sampled
    fossil records, under various models of morphological differentiation (i.e.
    the various patterns by which morphotaxa originate from one another), and
    with time-dependent, longevity-dependent and/or diversity-dependent rates of
    diversification, extinction and sampling. Additional functions allow users to
    translate simulated ancestor-descendant data from simFossilRecord() into standard
    time-scaled phylogenies or unscaled cladograms that reflect the relationships
    among taxon units.",2018-10-02,David W. Bapst,https://github.com/dwbapst/paleotree,TRUE,https://github.com/dwbapst/paleotree,38555,10,1550262966
paletteer,"The choices of color palettes in R can be quite overwhelming with 
    palettes spread over many packages with many different API's. This packages
    aims to collect all color palettes across the R ecosystem under the same
    package with a streamlined API.",2019-02-13,See AUTHORS file.,https://github.com/EmilHvitfeldt/paletteer,TRUE,https://github.com/emilhvitfeldt/paletteer,9929,216,1554076216
palettesForR,"A set of palettes imported from 'Gimp' distributed 
  under GPL3 (<https://www.gimp.org/about/COPYING>), and 'Inkscape' 
  distributed under GPL2 (<https://inkscape.org/about/license/>).",2019-01-18,Francois Rebaudo,https://github.com/frareb/palettesForR,TRUE,https://github.com/frareb/palettesforr,667,1,1547794008
palm,"Functions to fit point process models using the Palm likelihood. First proposed by Tanaka, Ogata, and Stoyan (2008) <DOI:10.1002/bimj.200610339>, maximisation of the Palm likelihood can provide computationally efficient parameter estimation for point process models in situations where the full likelihood is intractable. This package is chiefly focused on Neyman-Scott point processes, but can also fit the void processes proposed by Jones-Todd et al. (in press) <DOI:10.1002/sim.8046>. The development of this package was motivated by the analysis of capture-recapture surveys on which individuals cannot be identified---the data from which can conceptually be seen as a clustered point process (Stevenson, Borchers, and Fewster, in press <DOI:10.1111/biom.12983>). As such, some of the functions in this package are specifically for the estimation of cetacean density from two-camera aerial surveys.",2018-12-08,Ben Stevenson <ben.stevenson@auckland.ac.nz>,https://github.com/b-steve/palm,TRUE,https://github.com/b-steve/palm,5798,1,1545514713
pals,"A comprehensive collection of color palettes, colormaps, and tools to evaluate them.",2018-01-22,Kevin Wright,https://github.com/kwstat/pals,TRUE,https://github.com/kwstat/pals,18215,38,1536273019
pammtools,"The Piece-wise exponential (Additive Mixed) Model
    (PAMM; Bender and Scheipl (2018) <doi: 10.1177/1471082X17748083>) is a
    powerful model class for survival analysis, based on Generalized Additive
    (Mixed) Models (GA(M)Ms). It offers intuitive specification and robust
    estimation of complex survival models with stratified baseline hazards,
    random effects, time-varying effects, time-dependent covariates and
    cumulative effects (Bender et. al. (2018) <doi:10.1093/biostatistics/kxy003>.
    pammtools provides tidy workflow for survival analysis with PAMMs,
    including data transformation and other pre- and post-processing
    functions as well as visualization.",2019-03-14,Andreas Bender  (<https://orcid.org/0000-0001-5628-8611>),https://github.com/adibender/pammtools,TRUE,https://github.com/adibender/pammtools,1539,9,1553968475
pander,"Contains some functions catching all messages, 'stdout' and other
    useful information while evaluating R code and other helpers to return user
    specified text elements (like: header, paragraph, table, image, lists etc.)
    in 'pandoc' markdown or several type of R objects similarly automatically
    transformed to markdown format. Also capable of exporting/converting (the
    resulting) complex 'pandoc' documents to e.g. HTML, 'PDF', 'docx' or 'odt'. This
    latter reporting feature is supported in brew syntax or with a custom reference
    class with a smarty caching 'backend'.",2018-11-06,Gergely Daróczi  (<https://orcid.org/0000-0003-3149-8537>),http://rapporter.github.io/pander,TRUE,https://github.com/rapporter/pander,662967,234,1548141080
pandocfilters,"The document converter 'pandoc' <http://pandoc.org/> is widely used
    in the R community. One feature of 'pandoc' is that it can produce and consume
    JSON-formatted abstract syntax trees (AST). This allows to transform a given
    source document into JSON-formatted AST, alter it by so called filters and pass
    the altered JSON-formatted AST back to 'pandoc'. This package provides functions
    which allow to write such filters in native R code. 
    Although this package is inspired by the Python package 'pandocfilters' 
    <https://github.com/jgm/pandocfilters/>, it provides additional convenience functions which make it simple to use the 'pandocfilters' package as a 
    report generator. Since 'pandocfilters' inherits most of it's functionality
    from 'pandoc' it can create documents in many formats 
    (for more information see <http://pandoc.org/>) but is also bound to the same
    limitations as 'pandoc'.",2016-04-27,Florian Schwendinger,"http://pandoc.org/, https://github.com/jgm/pandocfilters/",TRUE,https://github.com/jgm/pandocfilters,14920,275,1550594959
pangaear,"Tools to interact with the 'Pangaea' Database
    (<https://www.pangaea.de>), including functions for searching for data,
    fetching 'datasets' by 'dataset' 'ID', and working with the 'Pangaea'
    'OAI-PMH' service.",2018-01-03,Scott Chamberlain,https://github.com/ropensci/pangaear,TRUE,https://github.com/ropensci/pangaear,8475,9,1533231491
papayar,"Users pass images and objects of class 'nifti' from the 'oro.nifti'
    package to a Papaya, an interactive lightweight JavaScript viewer.
    Although many packages can view individual slices or projections of
    image and matrix data, this package allows for quick and easy
    interactive browsing of images.  The viewer is based off of the
    Mango software, which is a lightweight medical image viewer.",2016-09-28,John Muschelli,https://github.com/rii-mango/Papaya/,TRUE,https://github.com/rii-mango/papaya,5979,295,1552170309
papeR,"A toolbox for writing 'knitr', 'Sweave' or other 'LaTeX'- or 'markdown'-based
	     reports and to prettify the output of various estimated models.",2019-01-03,Benjamin Hofner,http://github.com/hofnerb/papeR,TRUE,https://github.com/hofnerb/paper,27470,15,1546519699
parallelDist,"A fast parallelized alternative to R's native 'dist' function to
    calculate distance matrices for continuous, binary, and multi-dimensional
    input matrices, which supports a broad variety of 41 predefined distance
    functions from the 'stats', 'proxy' and 'dtw' R packages, as well as user-
    defined functions written in C++. For ease of use, the 'parDist' function
    extends the signature of the 'dist' function and uses the same parameter
    naming conventions as distance methods of existing R packages. The package
    is mainly implemented in C++ and leverages the 'RcppParallel' package to
    parallelize the distance computations with the help of the 'TinyThread'
    library. Furthermore, the 'Armadillo' linear algebra library is used for
    optimized matrix operations during distance calculations. The curiously
    recurring template pattern (CRTP) technique is applied to avoid virtual
    functions, which improves the Dynamic Time Warping calculations while
    the implementation stays flexible enough to support different DTW step
    patterns and normalization methods.",2018-12-12,Alexander Eckert,"https://github.com/alexeckert/parallelDist,
https://www.alexandereckert.com/R",TRUE,https://github.com/alexeckert/paralleldist,14555,20,1550438594
ParallelLogger,"Support for parallel computation with progress bar, and option to stop or proceed on errors. Also provides logging to console and disk, 
  and the logging persists in the parallel threads. Additional functions support function call automation with delayed execution (e.g. for executing functions in
  parallel).",2019-01-21,Martijn Schuemie,"https://ohdsi.github.io/ParallelLogger,
https://github.com/OHDSI/ParallelLogger",TRUE,https://github.com/ohdsi/parallellogger,3769,2,1548042901
parallelMap,"Unified parallelization framework for multiple back-end,
  designed for internal package and interactive usage.
    The main operation is a parallel ""map"" over lists.
    Supports local, multicore, mpi and BatchJobs mode.
    Allows ""tagging"" of the parallel operation
    with a level name that can be later selected by the user to
    switch on parallel execution for exactly this operation.",2015-06-10,Bernd Bischl <bernd_bischl@gmx.net>,https://github.com/berndbischl/parallelMap,TRUE,https://github.com/berndbischl/parallelmap,178270,51,1534231226
ParamHelpers,"Functions for parameter descriptions and operations in black-box
    optimization, tuning and machine learning. Parameters can be described
    (type, constraints, defaults, etc.), combined to parameter sets and can in
    general be programmed on. A useful OptPath object (archive) to log function
    evaluations is also provided.",2019-01-18,Jakob Richter,https://github.com/berndbischl/ParamHelpers,TRUE,https://github.com/berndbischl/paramhelpers,196107,24,1548076046
ParBayesianOptimization,"Fast, flexible framework for implementing Bayesian optimization of model 
	hyperparameters according to the methods described in Snoek et al. <arXiv:1206.2944>.
	The package allows the user to run scoring function in parallel, save intermediary 
	results, and tweak other aspects of the process to fully utilize the computing resources
	available to the user.",2019-03-10,Samuel Wilson,https://github.com/AnotherSamWilson/ParBayesianOptimization,TRUE,https://github.com/anothersamwilson/parbayesianoptimization,1081,14,1552608174
parlitools,"Provides various tools for analysing UK political data, 
    including creating political cartograms and retrieving data.",2019-03-22,Evan Odell  (<https://orcid.org/0000-0003-1845-808X>),"https://docs.evanodell.com/parlitools,
https://github.com/EvanOdell/parlitools/",TRUE,https://github.com/evanodell/parlitools,6132,15,1553776083
parmsurvfit,"Executes simple parametric models for right-censored 
    survival data.  Functionality emulates capabilities in 'Minitab', including
    fitting right-censored data, assessing fit, plotting survival functions,
    and summary statistics and probabilities.",2018-12-07,Ashley Jacobson,https://github.com/apjacobson/parmsurvfit,TRUE,https://github.com/apjacobson/parmsurvfit,1383,0,1544155922
parsetools,"Tools and utilities for dealing with parse data. 
    Parse data represents the parse tree as data with location and type
    information.  This package provides functions for navigating the  
    parse tree as a data frame.",2019-01-04,Andrew Redd,https://github.com/RDocTaskForce/parsetools,TRUE,https://github.com/rdoctaskforce/parsetools,777,9,1546476072
parsnip,"A common interface is provided to allow users to specify a model without having to remember the different argument names across different functions or computational engines (e.g. 'R', 'Spark', 'Stan', etc). ",2019-03-22,Max Kuhn,https://tidymodels.github.io/parsnip,TRUE,https://github.com/tidymodels/parsnip,7072,186,1554406523
particles,"Simulating particle movement in 2D space has many application. The
    'particles' package implements a particle simulator based on the ideas 
    behind the 'd3-force' 'JavaScript' library. 'particles' implements all 
    forces defined in 'd3-force' as well as others such as vector fields, traps, 
    and attractors.",2019-01-14,Thomas Lin Pedersen,https://github.com/thomasp85/particles,TRUE,https://github.com/thomasp85/particles,2880,82,1547456193
partitionComparison,"Provides several measures ((dis)similarity, distance/metric,
    correlation, entropy) for comparing two partitions of the same set of
    objects. The different measures can be assigned to three different
    classes: Pair comparison (containing the famous Jaccard and Rand
    indices), set based, and information theory based.
    Many of the implemented measures can be found in
    Albatineh AN, Niewiadomska-Bugaj M and Mihalko D (2006)
    <doi:10.1007/s00357-006-0017-z> and
    Meila M (2007) <doi:10.1016/j.jmva.2006.11.013>.
    Partitions are represented by vectors of class labels which allow a
    straightforward integration with existing clustering algorithms
    (e.g. kmeans()). The package is mostly based on the S4 object system.",2019-03-07,Fabian Ball,https://github.com/KIT-IISM-EM/partitionComparison,TRUE,https://github.com/kit-iism-em/partitioncomparison,4280,0,1551956318
partools,"Miscellaneous utilities for parallelizing large
   computations.  Alternative to MapReduce.
   File splitting and distributed operations such as sort and aggregate.
   ""Software Alchemy"" method for parallelizing most statistical methods,
   presented in N. Matloff, Parallel Computation for Data Science,
   Chapman and Hall, 2015.  Includes a debugging aid.",2017-04-10,Norm Matloff <normmatloff@gmail.com>,https://github.com/matloff/partools,TRUE,https://github.com/matloff/partools,11173,35,1531850815
patentsview,"Provides functions to simplify the 'PatentsView' API
    (<http://www.patentsview.org/api/doc.html>) query language,
    send GET and POST requests to the API's seven endpoints, and parse the data
    that comes back.",2019-01-28,Christopher Baker,https://ropensci.github.io/patentsview/index.html,TRUE,https://github.com/ropensci/patentsview,6148,10,1549297256
pathfindR,"Pathway enrichment analysis enables researchers to uncover mechanisms 
    underlying the phenotype. pathfindR is a tool for pathway enrichment analysis 
    utilizing active subnetworks. It identifies active subnetworks in a 
    protein-protein interaction network using user-provided a list of genes. 
    It performs pathway enrichment analyses on the identified subnetworks. 
    pathfindR also offers functionalities to cluster enriched pathways and identify 
    representative pathways and to score the pathways per sample. The method is
    described in detail in Ulgen E, Ozisik O, Sezerman OU. 2018. pathfindR: An R
    Package for Pathway Enrichment Analysis Utilizing Active Subnetworks. bioRxiv. 
    <doi:10.1101/272450>.",2018-11-20,Ege Ulgen,https://github.com/egeulgen/pathfindR,TRUE,https://github.com/egeulgen/pathfindr,5247,28,1553590233
patternize,"Quantification of variation in organismal color patterns as
    obtained from image data. Patternize defines homology between pattern positions
    across images either through fixed landmarks or image registration. Pattern
    identification is performed by categorizing the distribution of colors using RGB
    thresholds or image segmentation.",2018-11-23,Steven Van Belleghem,https://github.com/StevenVB12/patternize,TRUE,https://github.com/stevenvb12/patternize,4937,7,1554222655
PAutilities,"A collection of utilities that are useful for a broad range of
    tasks that are common in physical activity research, including the
    following: creation of Bland-Altman plots, formatted descriptive
    statistics, metabolic calculations (e.g. basal metabolic rate predictions)
    and conversions, demographic calculations (age and age-for-body-mass-index
    percentile), bout analysis of moderate-to-vigorous intensity physical
    activity, and analysis of bout detection algorithm performance.",2019-03-06,Paul R. Hibbing,https://github.com/paulhibbing/PAutilities,TRUE,https://github.com/paulhibbing/pautilities,284,0,1551769612
pavo,"A cohesive framework for parsing, analyzing and organizing color
    from spectral data.",2019-03-06,Rafael Maia  (<https://orcid.org/0000-0002-7563-9795>),"http://rafaelmaia.net/pavo/, https://github.com/rmaia/pavo/",TRUE,https://github.com/rmaia/pavo,34370,11,1553603607
pbapply,"A lightweight package that adds
  progress bar to vectorized R functions
  ('*apply'). The implementation can easily be added
  to functions where showing the progress is
  useful (e.g. bootstrap). The type and style of the
  progress bar (with percentages or remaining time)
  can be set through options.
  Supports several parallel processing backends.",2019-02-05,Peter Solymos,https://github.com/psolymos/pbapply,TRUE,https://github.com/psolymos/pbapply,535512,52,1549400770
pbdMPI,"An efficient interface to MPI by utilizing S4
        classes and methods with a focus on Single Program/Multiple Data
        ('SPMD')
        parallel programming style, which is intended for batch parallel
        execution.",2018-08-07,Wei-Chen Chen,http://r-pbd.org/,TRUE,https://github.com/snoweye/pbdmpi,43212,2,1554516768
pbdRPC,"A very light implementation yet secure for remote procedure calls
        with unified interface via ssh (OpenSSH) or plink/plink.exe (PuTTY).",2018-05-05,Wei-Chen Chen,http://r-pbd.org/,TRUE,https://github.com/snoweye/pbdrpc,5913,4,1535503083
pbdSLAP,"Utilizing scalable linear algebra packages mainly
        including 'BLACS', 'PBLAS', and 'ScaLAPACK' in double precision via
        'pbdMPI' based on 'ScaLAPACK' version 2.0.2.",2018-04-05,Wei-Chen Chen,http://r-pbd.org/,TRUE,https://github.com/snoweye/pbdslap,28002,0,1554516559
pbdZMQ,"'ZeroMQ' is a well-known library for high-performance
    asynchronous messaging in scalable, distributed applications.  This
    package provides high level R wrapper functions to easily utilize
    'ZeroMQ'. We mainly focus on interactive client/server programming
    frameworks. For convenience, a minimal 'ZeroMQ' library (4.2.2)
    is shipped with 'pbdZMQ', which can be used if no system installation
    of 'ZeroMQ' is available.  A few wrapper functions compatible with
    'rzmq' are also provided.",2018-05-05,Wei-Chen Chen,http://r-pbd.org/,TRUE,https://github.com/snoweye/pbdzmq,219223,12,1552623733
pbmcapply,"A light-weight package helps you track and visualize
  the progress of parallel version of vectorized R functions (mc*apply).
  Parallelization (mc.core > 1) works only on *nix (Linux, Unix such as macOS) system due to
  the lack of fork() functionality, which is essential for mc*apply, on Windows.",2019-04-01,Kevin Kuang (aut),https://github.com/kvnkuang/pbmcapply,TRUE,https://github.com/kvnkuang/pbmcapply,45707,19,1554144765
PBSadmb,"A collection of software provides R support for 'ADMB'
             (Automatic Differentiation Model Builder) and a 'GUI'
             interface facilitates the conversion of 'ADMB' template
             code to 'C code' followed by compilation to a binary executable.
             Stand-alone functions can also be run by users
             not interested in clicking a 'GUI'.",2019-03-19,Rowan Haigh,"https://github.com/pbs-software/pbs-admb,
https://github.com/pbs-software/pbs-modelling",TRUE,https://github.com/pbs-software/pbs-admb,14172,0,1553265911
PBSddesolve,"Routines for solving systems of delay differential equations by
   interfacing numerical routines written by Simon N. Wood , with contributions
   by Benjamin J. Cairns. These numerical routines first appeared in Simon
   Wood's 'solv95' program. This package includes a vignette and a complete
   user's guide. 'PBSddesolve' originally appeared on CRAN under the name
   'ddesolve'. That version is no longer supported. The current name emphasizes
   a close association with other PBS packages, particularly 'PBSmodelling'.",2019-03-12,Rowan Haigh,https://github.com/pbs-software/pbs-ddesolve,TRUE,https://github.com/pbs-software/pbs-ddesolve,19365,0,1552422863
PBSmapping,"This software has evolved from fisheries research conducted at the
   Pacific Biological Station (PBS) in 'Nanaimo', British Columbia, Canada. It
   extends the R language to include two-dimensional plotting features similar
   to those commonly available in a Geographic Information System (GIS).
   Embedded C code speeds algorithms from computational geometry, such as
   finding polygons that contain specified point events or converting between
   longitude-latitude and Universal Transverse Mercator (UTM) coordinates.
   Additionally, we include 'C++' code developed by Angus Johnson for the
   'Clipper' library, data for a global shoreline, and other data sets in the
   public domain. Under the user's R library directory '.libPaths()',
   specifically in './PBSmapping/doc', a complete user's guide is offered and
   should be consulted to use package functions effectively.",2019-03-15,Rowan Haigh,"https://github.com/pbs-software/pbs-mapping,
https://github.com/pbs-software/pbs-mapx,
http://www.angusj.com/delphi/clipper.php",TRUE,https://github.com/pbs-software/pbs-mapping,188847,5,1552685636
PBSmodelling,"Provides software to facilitate the design, testing, and operation
   of computer models. It focuses particularly on tools that make it easy to
   construct and edit a customized graphical user interface ('GUI'). Although our
   simplified 'GUI' language depends heavily on the R interface to the 'Tcl/Tk'
   package, a user does not need to know 'Tcl/Tk'. Examples illustrate models
   built with other R packages, including 'PBSmapping', 'PBSddesolve', and 'BRugs'. 
   A complete user's guide 'PBSmodelling-UG.pdf' shows how to use this package
   effectively.",2019-03-14,Rowan Haigh,https://github.com/pbs-software/pbs-modelling,TRUE,https://github.com/pbs-software/pbs-modelling,63017,0,1552589307
pbv,"
    Computes probabilities of the bivariate normal distribution
    in a vectorized R function (Drezner & Wesolowsky, 1990, 
    <doi:10.1080/00949659008811236>).",2018-11-06,Alexander Robitzsch,"https://github.com/alexanderrobitzsch/pbv,
https://sites.google.com/site/alexanderrobitzsch2/software",TRUE,https://github.com/alexanderrobitzsch/pbv,1169,0,1544021009
PCADSC,"A suite of non-parametric, visual tools for assessing differences in data structures
    for two datasets that contain different observations of the same variables. These tools are all 
    based on Principal Component Analysis (PCA) and thus effectively address differences in the structures
    of the covariance matrices of the two datasets. The PCASDC tools consist of easy-to-use, 
    intuitive plots that each focus on different aspects of the PCA decompositions. The cumulative eigenvalue
    (CE) plot describes differences in the variance components (eigenvalues) of the deconstructed covariance matrices. The
    angle plot presents the information loss when moving from the PCA decomposition of one dataset to the 
    PCA decomposition of the other. The chroma plot describes the loading patterns of the two datasets, thereby
    presenting the relative weighting and importance of the variables from the original dataset. ",2017-04-19,Anne H. Petersen,https://github.com/annepetersen1/PCADSC,TRUE,https://github.com/annepetersen1/pcadsc,3549,0,1548925852
pccc,"An implementation of the pediatric complex chronic conditions (CCC)
    classification system using R and C++.",2018-07-02,Seth Russell,https://github.com/CUD2V/pccc,TRUE,https://github.com/cud2v/pccc,3117,1,1530556853
pcev,"Principal component of explained variance (PCEV) is a statistical
    tool for the analysis of a multivariate response vector. It is a dimension-
    reduction technique, similar to Principal component analysis (PCA), that seeks
    to maximize the proportion of variance (in the response vector) being explained
    by a set of covariates.",2018-02-03,Maxime Turgeon,http://github.com/GreenwoodLab/pcev,TRUE,https://github.com/greenwoodlab/pcev,7269,3,1544979068
pcIRT,"Estimates the multidimensional polytomous Rasch model
    (Rasch, 1961) and the Continuous Rating Scale model (Mueller, 1987).",2018-04-30,Christine Hohensinn,https://github.com/christinehohensinn/pcIRT,TRUE,https://github.com/christinehohensinn/pcirt,16124,2,1525034208
PCMBase,"Phylogenetic comparative methods represent models of continuous trait 
  data associated with the tips of a phylogenetic tree. Examples of such models 
  are Gaussian continuous time branching stochastic processes such as Brownian 
  motion (BM) and Ornstein-Uhlenbeck (OU) processes, which regard the data at the 
  tips of the tree as an observed (final) state of a Markov process starting from 
  an initial state at the root and evolving along the branches of the tree. The 
  PCMBase R package provides a general framework for manipulating such models. 
  This framework consists of an application programming interface for specifying 
  data and model parameters, and efficient algorithms for simulating trait evolution 
  under a model and calculating the likelihood of model parameters for an assumed
  model and trait data. The package implements a growing collection of models, 
  which currently includes BM, OU, BM/OU with jumps, two-speed OU as well as mixed 
  Gaussian models, in which different types of the above models can be associated 
  with different branches of the tree. The PCMBase package is limited to 
  trait-simulation and likelihood calculation of (mixed) Gaussian phylogenetic 
  models. The PCMFit package provides functionality for ML and Bayesian fit of 
  these models to tree and trait data. The package web-site 
  <https://venelin.github.io/PCMBase/>
  provides access to the documentation and other resources. ",2019-03-15,Venelin Mitov,"https://venelin.github.io/PCMBase/,
https://github.com/venelin/PCMBase",TRUE,https://github.com/venelin/pcmbase,1268,0,1554126405
pcr,"Calculates the amplification efficiency and curves from real-time 
  quantitative PCR (Polymerase Chain Reaction) data. Estimates the relative 
  expression from PCR data using the double delta CT and the standard curve 
  methods Livak & Schmittgen (2001) <doi:10.1006/meth.2001.1262>. Tests for 
  statistical significance using two-group tests and linear regression 
  Yuan et al. (2006) <doi: 10.1186/1471-2105-7-85>.",2018-07-24,Mahmoud Ahmed,https://github.com/MahShaaban/pcr,TRUE,https://github.com/mahshaaban/pcr,7079,5,1554372849
PCRedux,"Extracts features from amplification curve data of quantitative Polymerase Chain Reactions (qPCR) (Pabinger, Stephan, Stefan Roediger, Albert Kriegner, Klemens Vierlinger, and Andreas Weinhauusel (2014) <doi:10.1016/j.bdq.2014.08.002>) for machine learning purposes. Helper functions prepare the amplification curve data for processing as functional data (e.g., Hausdorff distance) or enable the plotting of amplification curve classes (negative, ambiguous, positive). The hookreg() and hookregNL() functions can be used to predict amplification curves with an hook effect-like curvature. The pcrfit_single() function can be used to extract features from an amplification curve.",2018-10-28,Stefan Roediger  (<https://orcid.org/0000-0002-1441-6512>),https://CRAN.R-project.org/package=PCRedux,TRUE,https://github.com/devsjr/pcredux,3629,3,1540731258
pct,"Functions and example data to teach and
  increase the reproducibility of the methods and code underlying 
  the Propensity to Cycle Tool (PCT), a research project and web application 
  hosted at <https://www.pct.bike/>. 
  For an academic paper on the methods,
  see Lovelace et al (2017) <doi:10.5198/jtlu.2016.862>.",2019-03-29,Robin Lovelace  (<https://orcid.org/0000-0001-5679-6536>),"http://www.pct.bike/, https://itsleeds.github.io/pct/",TRUE,https://github.com/itsleeds/pct,59,5,1554529483
pdfsearch,"Includes functions for keyword search of pdf files. There is
    also a wrapper that includes searching of all files within a single
    directory.",2019-01-09,Brandon LeBeau,https://github.com/lebebr01/pdfsearch,TRUE,https://github.com/lebebr01/pdfsearch,6343,14,1546981016
pdp,"A general framework for constructing partial dependence (i.e., 
  marginal effect) plots from various types machine learning models in R.",2018-08-27,Brandon Greenwell  (<https://orcid.org/0000-0002-8120-0084>),"https://bgreenwell.github.io/pdp/index.html,
https://github.com/bgreenwell/pdp",TRUE,https://github.com/bgreenwell/pdp,45269,58,1549551593
pdSpecEst,"An implementation of data analysis tools for samples of symmetric or 
  Hermitian positive definite matrices, such as collections of covariance matrices 
  or spectral density matrices. The tools in this package can be used to perform: (i) 
  intrinsic wavelet transforms for curves (1D) or surfaces (2D) of Hermitian positive 
  definite matrices with applications to dimension reduction, denoising and clustering in the 
  space of Hermitian positive definite matrices; and (ii) exploratory data analysis and inference 
  for samples of positive definite matrices by means of intrinsic data depth functions and 
  rank-based hypothesis tests in the space of Hermitian positive definite matrices.",2018-10-06,Joris Chau,"https://github.com/JorisChau/pdSpecEst,
https://jchau.shinyapps.io/pdSpecEst/",TRUE,https://github.com/jorischau/pdspecest,7048,0,1553460277
pedigreeTools,"Tools to sort, edit and prune pedigrees and to extract the inbreeding coefficients
    and the relationship matrix (includes code for pedigrees from self-pollinated species). 
    The use of pedigree data is central to genetics research within the animal and plant breeding communities to predict 
    breeding values. The relationship matrix between the individuals can be derived from pedigree structure following
    the algorithms described for example in Vazquez et al., 2010 <doi:10.2527/jas.2009-1952>.",2018-12-09,Ana Ines Vazquez,https://github.com/Rpedigree/pedigreeTools/,TRUE,https://github.com/rpedigree/pedigreetools,955,1,1551921756
pedometrics,"Functions to employ many of the tools and techniques used in the 
    field of pedometrics.",2015-12-03,Alessandro Samuel-Rosa,https://github.com/samuel-rosa/pedometrics,TRUE,https://github.com/samuel-rosa/pedometrics,14274,3,1548955088
pedquant,"
    Provides an interface to access public economic and financial data for 
    economic research and quantitative analysis. The data sources including 
    NBS, FRED, Yahoo Finance, 163 Finance, Sina Finance and etc. ",2019-03-15,Shichen Xie,https://github.com/ShichenXie/pedquant,TRUE,https://github.com/shichenxie/pedquant,182,3,1553607543
PeerPerformance,"Provides functions to perform the peer performance
    analysis of funds' returns as described in Ardia and Boudt (2018) <doi:10.1016/j.jbankfin.2017.10.014>.",2018-08-30,David Ardia,https://github.com/ArdiaD/PeerPerformance,TRUE,https://github.com/ardiad/peerperformance,6013,3,1535645419
Peptides,Includes functions to calculate several physicochemical properties and indices for amino-acid sequences as well as to read and plot 'XVG' output files from the 'GROMACS' molecular dynamics package.,2018-06-08,Daniel Osorio,https://github.com/dosorio/Peptides/,TRUE,https://github.com/dosorio/peptides,25445,17,1528491212
PerformanceAnalytics,"Collection of econometric functions for
    performance and risk analysis. This package aims to aid
    practitioners and researchers in utilizing the latest
    research in analysis of non-normal return streams.  In
    general, it is most tested on return (rather than
    price) data on a regular scale, but most functions will
    work with irregular return data as well, and increasing
    numbers of functions will work with P&L or price data
    where possible.",2018-03-02,Brian G. Peterson,https://github.com/braverock/PerformanceAnalytics,TRUE,https://github.com/braverock/performanceanalytics,612680,59,1551380191
peRiodiCS,"
    Functions for generating variants of curves:
    restricted cubic spline, periodic restricted cubic spline,
    periodic cubic spline. Periodic splines can be used to model data
    that has periodic nature / seasonality.",2018-07-05,Crt Ahlin,NA,TRUE,https://github.com/crtahlin/periodics,1661,0,1531339046
periscope,"An enterprise-targeted scalable and UI-standardized 'shiny' framework 
    including a variety of developer convenience functions with the goal of both 
    streamlining robust application development while assisting with creating a 
    consistent user experience regardless of application or developer.",2019-03-06,Constance Brett,"https://github.com/cb4ds/periscope.git, http://canvasxpress.org",TRUE,https://github.com/cb4ds/periscope,315,2,1551977105
permDep,"Implementations of permutation approach to hypothesis testing for quasi-independence of truncation time and failure time. The implemented approaches are powerful against non-monotone alternatives and thereby offer protection against erroneous assumptions of quasi-independence. The proposed tests use either a conditional or an unconditional method to evaluate the permutation p-value. The conditional method was first developed in Tsai (1980) <doi:10.2307/2336059> and Efron and Petrosian (1992) <doi:10.1086/171931>. The unconditional method provides a valid approximation to the conditional method, yet computationally simpler and does not hold fixed the size of each risk sets. Users also have an option to carry out the proposed permutation tests in a parallel computing fashion.",2018-07-05,Sy Han (Steven) Chiou,http://github.com/stc04003/permDep,TRUE,https://github.com/stc04003/permdep,3711,0,1534362355
